,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
10506,42374839.0,https://www.airbnb.com/rooms/42374839,20250300000000.0,07/03/25,city scrape,Lavanda. Suite Matrimoniale vicino  San Pietro,"It is a suite of about 25 square meters in a panoramic penthouse, consisting of an entrance with closet, double bedroom with the possibility of an added third bed (to be paid in addition) and large private bathroom. It is extended to the outside through a large equipped panoramic terrace. Air conditioning, free Wi-Fi, equipped kitchen available. Bus stop a few steps away, metro A about 500 meters away. 15 minutes walk from Piazza San Pietro.","They are a few minutes walk from St. Peter's Square, the Vatican Museums, the Vatican Gardens and Castel S. Angelo with the ancient neighborhood of ""Borgo"", full of shops, restaurants, breweries and public places.<br /><br />Following the famous ""Prati"" neighborhood, which with its streets is an important shopping hub, close to the Vatican City, which can also be reached with a few bus stops.<br /><br />Continuing along the Via Gregorio VII and passing the Tiber river we are in the historic center of Rome and in a few minutes by bus you can reach Piazza Navona, Campo de Fiori, Piazza Venezia.<br /><br />A few hundred meters behind my accommodation is the Metro A stop, which in a few minutes reaches Piazza del Popolo, Piazza di Spagna and Termini station.                         We are located in front of the UNIVERSITY CAMPUS LINKS. <br />In the immediate vicinity there are also:<br />ERGIFE PALACE, home to numerous national competitions;<br />IDI – Dermopatic Institute of Immaculate, ",https://a0.muscache.com/pictures/41b8c175-834f-486f-b10a-f00a6d821f6a.jpg,337059333,https://www.airbnb.com/users/show/337059333,Maria,2020-02-18,"Rome, Italy",,within a day,80%,100%,t,https://a0.muscache.com/im/pictures/user/a1002434-9b3e-4cfb-ad80-df750a6902ee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1002434-9b3e-4cfb-ad80-df750a6902ee.jpg?aki_policy=profile_x_medium,,2.0,2.0,['phone'],t,t,"Rome, Lazio, Italy",XIII Aurelia,,41.89511,12.4341,Private room in condo,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Bidet"", ""Fire extinguisher"", ""Hangers"", ""Mosquito net"", ""Refrigerator"", ""Clothing storage"", ""Washer"", ""TV"", ""Wifi"", ""Coffee maker"", ""Breakfast"", ""Cleaning products"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Dishes and silverware"", ""Air conditioning"", ""First aid kit"", ""Bed linens"", ""Hair dryer"", ""Private patio or balcony"", ""Shampoo"", ""Essentials"", ""Kitchen"", ""Safe""]",$86.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,5,30,52,140,07/03/25,84,61,0,140,61,255,21930.0,15/08/22,01/01/25,4.85,4.89,4.89,4.81,4.77,4.61,4.81,IT058091C2S9XSMOW5,t,2,0,2,0,2.69
10519,42394856.0,https://www.airbnb.com/rooms/42394856,20250300000000.0,12/03/25,city scrape,Cannella.Raffinata camera con bagno privato,"It is a spacious suite on the penthouse floor, excellently furnished, consisting of a double bedroom with the possibility of an added third bed (third bed to be paid separately) and/or a child's crib,  with a small hallway and a large bathroom with a corner bathtub. A panoramic equipped terrace.","They are a few minutes walk from St. Peter's Square, the Vatican Museums, the Vatican Gardens and Castel S. Angelo with the ancient neighborhood of ""Borgo"", full of shops, restaurants, breweries and public places.<br /><br />Following the famous ""Prati"" neighborhood, which with its streets is an important shopping hub, close to the Vatican City, which can also be reached with a few bus stops.<br /><br />Continuing along Via Gregorio VII and crossing the Tiber River we are in the historic center of Rome.                          We are in front of the LINK CAMPUS UNIVERSITY;<br />In the immediate vicinity there are also:<br />ERGIFE PALACE, home to numerous national competitions;<br />IDI – Dermopatic Institute of Immaculate, of primary importance for skin care;<br />Bambin Gesu’Paediatric Hospital;<br />Villa Betania nursing home;<br />Università Cattolica Agostino Gemelli; Gregorio VII Veterinary Center;<br />LUMSA University.",https://a0.muscache.com/pictures/2ce64ae4-e2a4-4a29-ac87-d25dc0c4c25a.jpg,337059333,https://www.airbnb.com/users/show/337059333,Maria,2020-02-18,"Rome, Italy",,within a day,80%,100%,t,https://a0.muscache.com/im/pictures/user/a1002434-9b3e-4cfb-ad80-df750a6902ee.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a1002434-9b3e-4cfb-ad80-df750a6902ee.jpg?aki_policy=profile_x_medium,,2.0,2.0,['phone'],t,t,"Rome, Lazio, Italy",XIII Aurelia,,41.89335,12.43277,Private room in condo,Private room,2,0.5,Private half-bath,0.0,2.0,"[""Iron"", ""Fire extinguisher"", ""Hangers"", ""Refrigerator"", ""Washer"", ""TV"", ""Wifi"", ""Breakfast"", ""Pocket wifi"", ""Hot water"", ""Heating"", ""Air conditioning"", ""First aid kit"", ""Bed linens"", ""Shower gel"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Extra pillows and blankets"", ""Kitchen""]",$62.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,14,43,62,152,12/03/25,126,56,0,152,63,255,15810.0,30/05/21,10/11/24,4.91,4.89,4.9,4.91,4.9,4.67,4.88,IT058091C2S9XSMOW5,t,2,0,2,0,2.73
10548,42191060.0,https://www.airbnb.com/rooms/42191060,20250300000000.0,05/03/25,city scrape,[Abbazia di San Paolo]★★★★★ - Appartamento Moderno,"Elegant and majestic apartment a stone's throw from the statue of San Paolo.<br /><br />The structure with its very high ceilings, recalls the charm of Rome, and is composed of:<br /><br />- 1 spacious bedroom<br />- 1 charming lounge<br />- 1 kitchen equipped with every comfort<br />- 1 bathroom with fine finishes<br /><br />Its strategic position will allow you to reach in 5 minutes the Statue of San Paolo and the famous Abbey of San Paolo fuori le Mura.","The ""Ostiense"" district is one of the most lived and frequented districts of Rome as it provides many services for both tourists and for the inhabitants themselves. <br /><br />It’s easy to get around on foot and find within walking distance shops, traditional restaurants, night clubs, pubs, supermarkets, gyms and much more!<br /><br />Thanks to the presence of the second University of Rome, the ""Bambin Gesù"" children’s hospital and the Papal Basilica of ""San Paolo fuori le mura"", it remains one of the most famous and famous districts of Rome.<br /><br />The Basilica is one of the four papal basilicas of Rome, second in size only to St Peter’s Basilica in the Vatican.",https://a0.muscache.com/pictures/miso/Hosting-42191060/original/eafd6a8d-ccf0-4da0-940c-0adff53b2ee5.png,335007627,https://www.airbnb.com/users/show/335007627,Andrea,2020-10-02,"Rome, Italy",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/80caef7b-bba8-4b27-bb83-918b7e77aec3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80caef7b-bba8-4b27-bb83-918b7e77aec3.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",VIII Appia Antica,,41.86163,12.47987,Entire rental unit,Entire home/apt,5,1.0,1 bath,1.0,3.0,"[""Dedicated workspace"", ""Smoke alarm"", ""Hangers"", ""Refrigerator"", ""Park view"", ""Coffee"", ""Dining table"", ""Mini fridge"", ""Self check-in"", ""Microwave"", ""Laundromat nearby"", ""Private entrance"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Free street parking"", ""Long term stays allowed"", ""Stove"", ""Luggage dropoff allowed"", ""Hot water"", ""Heating"", ""Carbon monoxide alarm"", ""Central air conditioning"", ""City skyline view"", ""Single level home"", ""Wine glasses"", ""Crib"", ""Dishes and silverware"", ""Smart lock"", ""Clothing storage: wardrobe"", ""Bed linens"", ""Shower gel"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Cooking basics"", ""36 inch HDTV with Netflix"", ""Extra pillows and blankets"", ""Dove body soap"", ""Kitchen""]",$195.00,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,18,27,43,298,05/03/25,20,2,0,235,2,12,2340.0,20/02/20,08/12/24,4.75,4.85,4.9,4.85,4.95,4.6,4.7,IT058091C25SRVOY2U,t,2,2,0,0,0.33
10561,42216234.0,https://www.airbnb.com/rooms/42216234,20250300000000.0,15/03/25,city scrape,[San Paolo]★★★★★ - 5 minuti dal Centro,"Elegant and modern apartment a few steps from the Abbey of San Paolo fuori le Mura.<br /><br />The structure with its high ceilings, recalls the charm of Rome, and is composed of:<br /><br />- 1 charming lounge<br />- 1 kitchen equipped with every comfort<br />- 1 bathroom with high-quality fittings<br /><br />Its strategic location, will allow you to reach in 5 minutes, the Statue of Saint Paul and the famous Abbey of Saint Paul outside the Walls.","The ""Ostiense"" district is one of the most lived and frequented districts of Rome as it provides many services for both tourists and for the inhabitants themselves. <br /><br />It’s easy to get around on foot and find within walking distance shops, traditional restaurants, night clubs, pubs, supermarkets, gyms and much more!<br /><br />Thanks to the presence of the second University of Rome, the ""Bambin Gesù"" children’s hospital and the Papal Basilica of ""San Paolo fuori le mura"", it remains one of the most famous and famous districts of Rome.<br /><br />The Basilica is one of the four papal basilicas of Rome, second in size only to St Peter’s Basilica in the Vatican.",https://a0.muscache.com/pictures/miso/Hosting-42216234/original/3a3347d8-ac64-4fc3-b32c-3ea5fac6b9f7.png,335007627,https://www.airbnb.com/users/show/335007627,Andrea,2020-10-02,"Rome, Italy",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/80caef7b-bba8-4b27-bb83-918b7e77aec3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/80caef7b-bba8-4b27-bb83-918b7e77aec3.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",VIII Appia Antica,,41.86176,12.47979,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Extra pillows and blankets"", ""Smoke alarm"", ""Cleaning products"", ""Hair dryer"", ""Ethernet connection"", ""Dedicated workspace"", ""Crib"", ""Kitchen"", ""Coffee maker"", ""Heating"", ""Room-darkening shades"", ""Hangers"", ""32 inch TV with Netflix"", ""Dining table"", ""Microwave"", ""Hot water"", ""Smart lock"", ""Exterior security cameras on property"", ""Mini fridge"", ""Shower gel"", ""Essentials"", ""Park view"", ""Private entrance"", ""Bed linens"", ""Dove body soap"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Central air conditioning"", ""Wine glasses"", ""Dishes and silverware"", ""Shampoo"", ""Coffee"", ""Stove"", ""Bidet"", ""Freezer"", ""Wifi"", ""Single level home"", ""Dove conditioner"", ""Refrigerator"", ""Cooking basics"", ""Free street parking"", ""Self check-in"", ""Luggage dropoff allowed""]",$114.00,2,31,2.0,2.0,1125.0,1125.0,2.0,1125.0,,t,19,37,62,337,15/03/25,10,0,0,264,0,0,0.0,27/02/20,29/09/23,5.0,4.9,4.8,4.9,4.9,4.7,4.7,IT058091C25SRVOY2U,t,2,2,0,0,0.16
10591,42243683.0,https://www.airbnb.com/rooms/42243683,20250300000000.0,15/03/25,city scrape,"Central, cute and cozy apartment","Mini apartment (inside a bigger apartment, but the locked door will ensure your privacy)composed of a room with a double bed and direct access to the balcony, another room with two single beds and  a coffee corner provided with a microwave, a sink and a mini fridge. And then of course, a table and chairs ;). Then a bathroom with shower. Don't book it if you are allergic to dogs, since Spina is living with me and she's  my best friend!",,https://a0.muscache.com/pictures/de146b15-7a39-4fa3-ac72-492b2990823f.jpg,34820790,https://www.airbnb.com/users/show/34820790,Fabia,2015-02-06,"Rome, Italy",,within a day,86%,64%,t,https://a0.muscache.com/im/pictures/user/99f9587c-2e56-4565-8798-8a4bccd43fce.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/99f9587c-2e56-4565-8798-8a4bccd43fce.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone', 'work_email']",t,t,,VII San Giovanni/Cinecittà,,41.88271,12.50219,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Extra pillows and blankets"", ""Cleaning products"", ""Hair dryer"", ""Clothing storage: closet"", ""Dedicated workspace"", ""Heating"", ""Private patio or balcony"", ""Hangers"", ""Dining table"", ""Microwave"", ""Hot water"", ""Shower gel"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Elevator"", ""Dishes and silverware"", ""Portable fans"", ""Body soap"", ""Bidet"", ""Fast wifi \u2013 141 Mbps"", ""Refrigerator"", ""Luggage dropoff allowed""]",$77.00,1,18,1.0,1.0,18.0,18.0,1.0,18.0,,t,16,18,38,125,15/03/25,57,11,0,125,14,66,5082.0,03/08/22,23/10/24,4.82,4.84,4.84,4.95,4.96,4.7,4.75,IT058091C2S3L3MJEG,f,1,1,0,0,1.79
10593,42244343.0,https://www.airbnb.com/rooms/42244343,20250300000000.0,15/03/25,city scrape,Matrimoniale 7-Contessa Arrivavabene Antica Dimora,"An elegant early twentieth century villa guarded by a precious garden,  in a sophisticated and silent context, restored to its ancient splendor, preserves the collected and dreamy atmosphere of the mythical 1920s when Art Nouveau gave way to Futurist instances. In this interweaving of styles and references, the refined suites of the Antica Dimora Contessa Arrivabene are enclosed, the aristocratic muse of the futurist artists whose portrait stands in the suite dedicated to her.",Antica Dimora Contessa Arrivabene is located in the very quiet and green residential neighborhood of Monte Mario a few minutes from the Basilica of San Pietro and in the immediate vicinity of the Vatican Museums but hidden in an Oasis of peace and tranquility from the chaos of the city.,https://a0.muscache.com/pictures/439d0051-940e-460d-aeed-f5a08a69539b.jpg,333091967,https://www.airbnb.com/users/show/333091967,Ilenia,2020-03-02,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,f,"Rome, Lazio, Italy",XIV Monte Mario,,41.91585,12.44374,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Extra pillows and blankets"", ""Air conditioning"", ""Hair dryer"", ""Crib"", ""First aid kit"", ""Heating"", ""Hangers"", ""Patio or balcony"", ""Hot water"", ""TV"", ""Fire extinguisher"", ""Iron"", ""Pets allowed"", ""Long term stays allowed"", ""Shower gel"", ""Essentials"", ""Private entrance"", ""Bed linens"", ""Shampoo"", ""Breakfast"", ""Body soap"", ""Lockbox"", ""Wifi"", ""Free street parking"", ""Self check-in"", ""Luggage dropoff allowed""]",$100.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,19,28,46,166,15/03/25,0,0,0,166,0,0,0.0,,,,,,,,,,IT058091B4R593KVDI,t,10,0,10,0,
10601,42270067.0,https://www.airbnb.com/rooms/42270067,20250300000000.0,11/03/25,city scrape,The World of Interiors magazine featured home,"As an interior designer, I curated the decor personally and it was featured in the World of Interiors magazine. The view from the balcony which surrounds<br />the whole flat leaves no doubt: you are in the heart of La Città Eterna .<br />The sun rises from the main bedroom area and sets on the dining area .<br />The warm baroque light of Rome overflows the whole flat all da",Short walking distance from the buzz of Piazza Farnese and Campo dei Fiori and Piazza Navona,https://a0.muscache.com/pictures/a8483530-f048-4c14-9592-67e427bbf53f.jpg,16739346,https://www.airbnb.com/users/show/16739346,Valentina,2014-06-13,"London, United Kingdom","I am an Italian Interior designer living between London and Rome
",within a day,100%,92%,f,https://a0.muscache.com/im/users/16739346/profile_pic/1403864381/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16739346/profile_pic/1403864381/original.jpg?aki_policy=profile_x_medium,,1.0,2.0,"['email', 'phone']",t,t,"Rome, Lazio, Italy",I Centro Storico,,41.8991,12.46562,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Bidet"", ""Iron"", ""Hangers"", ""Dining table"", ""Washer"", ""Portable fans"", ""Wifi"", ""Coffee maker"", ""Dishwasher"", ""Long term stays allowed"", ""Drying rack for clothing"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Hot water"", ""Body soap"", ""Smoking allowed"", ""Heating"", ""City skyline view"", ""Wine glasses"", ""Dishes and silverware"", ""Elevator"", ""Hot tub"", ""Bed linens"", ""Indoor fireplace"", ""Hair dryer"", ""Private patio or balcony"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Books and reading material"", ""Extra pillows and blankets"", ""Bathtub"", ""Outdoor dining area"", ""Room-darkening shades"", ""Kitchen""]",$300.00,3,730,3.0,3.0,730.0,730.0,3.0,730.0,,t,29,59,89,364,11/03/25,10,10,0,295,8,60,18000.0,02/06/24,03/02/25,4.6,4.9,4.1,4.9,4.9,4.9,4.4,IT058091C29945MT2H,f,1,1,0,0,1.06
10626,42653893.0,https://www.airbnb.com/rooms/42653893,20250300000000.0,06/03/25,city scrape,Chiaretta Guest House,"La Chiaretta Guest House is located less than 1 km from St. Peter's Square,  a 10-minute walk from the Vatican and 200 meters from the entrance to the Vatican Museums.<br /><br />The apartment has 2 spacious bedrooms with double bed and single bed, a kitchen with fridge and oven, a flat-screen TV, a seating area with a 2-seater sofa bed and 1 bathroom.<br />Free wifi is available.<br /> <br />It will be offered to our guests: a map of the center of Rome and a personalized guide.",,https://a0.muscache.com/pictures/fe7093a4-ba15-4ab7-b402-19b383d89bd8.jpg,339809359,https://www.airbnb.com/users/show/339809359,Maria,2020-02-03,"Rome, Italy",,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/e186d496-d011-47ca-ad09-1e7355dc682a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e186d496-d011-47ca-ad09-1e7355dc682a.jpg?aki_policy=profile_x_medium,,1.0,1.0,"['email', 'phone']",t,t,,I Centro Storico,,41.90794,12.45505,Entire rental unit,Entire home/apt,6,1.0,1 bath,2.0,5.0,"[""Bidet"", ""Iron"", ""Fire extinguisher"", ""Hangers"", ""Refrigerator"", ""High chair"", ""Coffee"", ""Dining table"", ""Self check-in"", ""Portable fans"", ""Fast wifi \u2013 52 Mbps"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, and 5-10 years old"", ""TV"", ""Oven"", ""Board games"", ""Pets allowed"", ""Hot water"", ""Gas stove"", ""City skyline view"", ""Dishes and silverware"", ""Air conditioning"", ""Central heating"", ""First aid kit"", ""Cleaning available during stay"", ""Lockbox"", ""Hair dryer"", ""Essentials"", ""Freezer"", ""Books and reading material"", ""Extra pillows and blankets"", ""Kitchen""]",$224.00,2,30,2.0,2.0,30.0,30.0,2.0,30.0,,t,19,27,45,311,06/03/25,50,8,0,247,7,48,10752.0,01/07/21,04/01/25,4.5,4.56,4.5,4.92,4.9,4.88,4.5,IT058091B4QGUAIPZK,f,1,1,0,0,1.12
10646,43338661.0,https://www.airbnb.com/rooms/43338661,20250300000000.0,06/03/25,city scrape,Deluxe 4- Contessa Arrivabene Antica Dimora,"An elegant villa in the early 20th century guarded by a precious garden, in a sophisticated and quiet setting, restored to its ancient splendor, retains the collected and dreamy atmosphere of the mythical 1920s when Art Nouveau gave way to Futurist instances. In this interweaving of styles and references, the refined suites of the Antica Dimora Contessa Arrivabene are enclosed, the aristocratic muse of the futurist artists whose portrait stands in the suite dedicated to her.",Antica Dimora Contessa Arrivabene is located in the very quiet and green residential neighborhood of Monte Mario a few minutes from the Basilica of San Pietro and in the immediate vicinity of the Vatican Museums but hidden in an Oasis of peace and tranquility from the chaos of the city.,https://a0.muscache.com/pictures/miso/Hosting-43338661/original/bff5d938-3f09-4803-9dc1-f2b03f05cfeb.jpeg,333091967,https://www.airbnb.com/users/show/333091967,Ilenia,2020-03-02,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,f,"Rome, Lazio, Italy",XIV Monte Mario,,41.91481,12.44406,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Iron"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""TV"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Crib"", ""Air conditioning"", ""Bed linens"", ""Shower gel"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Extra pillows and blankets""]",$117.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,22,46,70,205,06/03/25,0,0,0,205,0,0,0.0,,,,,,,,,,IT058091B4R593KVDI,t,10,0,10,0,
10647,43338707.0,https://www.airbnb.com/rooms/43338707,20250300000000.0,06/03/25,city scrape,Matrimoniale 8 - Contessa Arrivabene Antica Dimora,"An elegant villa in the early 20th century guarded by a precious garden, in a sophisticated and quiet setting, restored to its ancient splendor, retains the collected and dreamy atmosphere of the mythical 1920s when Art Nouveau gave way to Futurist instances. In this interweaving of styles and references, the refined suites of the Antica Dimora Contessa Arrivabene are enclosed, the aristocratic muse of the futurist artists whose portrait stands in the suite dedicated to her.",Antica Dimora Contessa Arrivabene is located in the very quiet and green residential neighborhood of Monte Mario a few minutes from the Basilica of San Pietro and in the immediate vicinity of the Vatican Museums but hidden in an Oasis of peace and tranquility from the chaos of the city.,https://a0.muscache.com/pictures/miso/Hosting-43338707/original/1c31d17e-6438-49ca-87c9-02ddf7f87d19.jpeg,333091967,https://www.airbnb.com/users/show/333091967,Ilenia,2020-03-02,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,f,"Rome, Lazio, Italy",XIV Monte Mario,,41.91495,12.44353,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Iron"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""TV"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Pets allowed"", ""Lock on bedroom door"", ""Hot water"", ""Heating"", ""Crib"", ""Air conditioning"", ""Bed linens"", ""Shower gel"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Extra pillows and blankets""]",$100.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,5,19,38,139,06/03/25,0,0,0,139,0,0,0.0,,,,,,,,,,IT058091B4R593KVDI,t,10,0,10,0,
10648,43338726.0,https://www.airbnb.com/rooms/43338726,20250300000000.0,12/03/25,city scrape,Deluxe 6- Contessa Arrivabene Antica Dimora,"An elegant villa in the early 20th century guarded by a precious garden, in a sophisticated and quiet setting, restored to its ancient splendor, retains the collected and dreamy atmosphere of the mythical 1920s when Art Nouveau gave way to Futurist instances. In this interweaving of styles and references, the refined suites of the Antica Dimora Contessa Arrivabene are enclosed, the aristocratic muse of the futurist artists whose portrait stands in the suite dedicated to her.",Antica Dimora Contessa Arrivabene is located in the very quiet and green residential neighborhood of Monte Mario a few minutes from the Basilica of San Pietro and in the immediate vicinity of the Vatican Museums but hidden in an Oasis of peace and tranquility from the chaos of the city.,https://a0.muscache.com/pictures/miso/Hosting-43338726/original/20b50223-86a3-4b07-8c78-84906f0f8fa0.jpeg,333091967,https://www.airbnb.com/users/show/333091967,Ilenia,2020-03-02,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,f,"Rome, Lazio, Italy",XIV Monte Mario,,41.91667,12.44541,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,1.0,"[""Bidet"", ""Iron"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""TV"", ""Wifi"", ""Breakfast"", ""Long term stays allowed"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Hot water"", ""Body soap"", ""Heating"", ""Crib"", ""Air conditioning"", ""Bed linens"", ""Shower gel"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Extra pillows and blankets""]",$117.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,22,47,74,208,12/03/25,2,2,0,208,2,12,1404.0,19/07/24,13/10/24,5.0,5.0,5.0,5.0,4.0,4.5,4.0,IT058091B4R593KVDI,t,10,0,10,0,0.25
10649,43338744.0,https://www.airbnb.com/rooms/43338744,20250300000000.0,07/03/25,city scrape,Junior Suite - Contessa Arrivabene Antica Dimora,"An elegant villa in the early 20th century guarded by a precious garden, in a sophisticated and quiet setting, restored to its ancient splendor, retains the collected and dreamy atmosphere of the mythical 1920s when Art Nouveau gave way to Futurist instances. In this interweaving of styles and references, the refined suites of the Antica Dimora Contessa Arrivabene are enclosed, the aristocratic muse of the futurist artists whose portrait stands in the suite dedicated to her.",Antica Dimora Contessa Arrivabene is located in the very quiet and green residential neighborhood of Monte Mario a few minutes from the Basilica of San Pietro and in the immediate vicinity of the Vatican Museums but hidden in an Oasis of peace and tranquility from the chaos of the city.,https://a0.muscache.com/pictures/miso/Hosting-43338744/original/46b58046-b63e-4181-bc2f-ce92d3c22124.jpeg,333091967,https://www.airbnb.com/users/show/333091967,Ilenia,2020-03-02,,,within a day,100%,100%,f,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7ebe86a3-cfc2-4ab2-9ace-f6780c08af66.jpg?aki_policy=profile_x_medium,,10.0,11.0,"['email', 'phone']",t,f,"Rome, Lazio, Italy",XIV Monte Mario,,41.91663,12.44417,Private room in bed and breakfast,Private room,2,1.0,1 private bath,1.0,2.0,"[""Iron"", ""Fire extinguisher"", ""Hangers"", ""Self check-in"", ""TV"", ""Private entrance"", ""Wifi"", ""Free street parking"", ""Breakfast"", ""Long term stays allowed"", ""Pets allowed"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Hot water"", ""Body soap"", ""Heating"", ""Crib"", ""Air conditioning"", ""Bed linens"", ""Shower gel"", ""Lockbox"", ""Hair dryer"", ""Shampoo"", ""Essentials"", ""Extra pillows and blankets""]",$127.00,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,,t,17,42,68,202,07/03/25,0,0,0,202,0,0,0.0,,,,,,,,,,IT058091B4R593KVDI,t,10,0,10,0,
